,date,year,month,day,tmin(°C),tmax(°C),tavg(°C),precipitaciones(mm)
9506,1984-05-30,1984,5,30,0.40000000000000036,14.4,7.4,0.0
9507,1984-05-31,1984,5,31,0.4,16.8,8.6,0.0
9508,1984-06-01,1984,6,1,3.9000000000000004,17.9,10.9,0.0
9509,1984-06-02,1984,6,2,0.2,14.200000000000001,7.2,0.0
9510,1984-06-03,1984,6,3,-0.2999999999999998,13.7,6.7,0.0
9511,1984-06-04,1984,6,4,-2.9000000000000004,11.1,4.1,3.0
9512,1984-06-05,1984,6,5,-0.4,8.6,4.1,1.0
9513,1984-06-06,1984,6,6,-3.0,12.8,4.9,0.0
9516,1984-06-09,1984,6,9,-2.2,11.600000000000001,4.7,0.0
9517,1984-06-10,1984,6,10,-2.2,15.8,6.8,0.0
9518,1984-06-11,1984,6,11,7.5,14.899999999999999,11.2,0.0
9520,1984-06-13,1984,6,13,1.1999999999999993,15.2,8.2,0.0
9522,1984-06-15,1984,6,15,-0.6,11.799999999999999,5.6,0.0
9523,1984-06-16,1984,6,16,0.7,13.100000000000001,6.9,0.0
9524,1984-06-17,1984,6,17,5.0,9.8,7.4,0.0
9526,1984-06-19,1984,6,19,3.9,7.699999999999999,5.8,0.0
9529,1984-06-22,1984,6,22,3.7,8.2,6.7,2.0
9530,1984-06-23,1984,6,23,3.2,5.8,5.1,0.0
9531,1984-06-24,1984,6,24,2.7,8.0,4.8,0.0
9532,1984-06-25,1984,6,25,0.5,4.6,2.3,3.0
9533,1984-06-26,1984,6,26,-2.0,9.4,2.8,0.0
9534,1984-06-27,1984,6,27,-2.3,10.9,3.1,0.0
9535,1984-06-28,1984,6,28,-1.5,13.6,5.6,0.0
9536,1984-06-29,1984,6,29,-0.8,14.9,6.9,0.0
9537,1984-06-30,1984,6,30,-1.1,15.9,7.0,0.0
9538,1984-07-01,1984,7,1,1.3,18.4,9.8,0.0
9540,1984-07-03,1984,7,3,1.2,14.4,8.6,0.0
9542,1984-07-05,1984,7,5,5.2,12.4,9.0,7.1
9543,1984-07-06,1984,7,6,2.7,14.5,7.9,0.0
9544,1984-07-07,1984,7,7,1.5,13.3,7.7,0.0
9545,1984-07-08,1984,7,8,2.2,12.3,8.4,0.0
9547,1984-07-10,1984,7,10,1.5,6.7,3.8,7.1
9548,1984-07-11,1984,7,11,-1.6,9.6,3.7,0.0
9549,1984-07-12,1984,7,12,0.0,9.7,3.8,0.0
9550,1984-07-13,1984,7,13,0.4,8.8,3.9,0.0
9551,1984-07-14,1984,7,14,-2.3,9.7,3.2,0.0
9553,1984-07-16,1984,7,16,0.7,16.1,8.3,0.0
9555,1984-07-18,1984,7,18,2.7,20.4,11.3,0.0
9556,1984-07-19,1984,7,19,8.9,15.7,11.8,0.3
9557,1984-07-20,1984,7,20,3.0,11.5,7.6,0.0
9558,1984-07-21,1984,7,21,3.7,8.0,5.9,2.0
9559,1984-07-22,1984,7,22,-2.9,12.5,4.8,0.0
9561,1984-07-24,1984,7,24,3.0,9.6,7.3,0.0
9562,1984-07-25,1984,7,25,3.2,13.6,6.5,0.0
9563,1984-07-26,1984,7,26,-0.2,16.2,9.9,0.0
9566,1984-07-29,1984,7,29,-1.2,14.1,5.6,0.0
9567,1984-07-30,1984,7,30,0.7,15.5,7.4,0.0
9568,1984-07-31,1984,7,31,3.3,16.7,10.5,0.0
9570,1984-08-02,1984,8,2,-1.0,19.9,8.6,0.0
9571,1984-08-03,1984,8,3,0.2,18.4,10.3,0.0
9572,1984-08-04,1984,8,4,6.7,17.3,12.3,0.0
9573,1984-08-05,1984,8,5,2.8,18.0,10.9,0.0
9574,1984-08-06,1984,8,6,2.4,16.0,9.5,0.0
9575,1984-08-07,1984,8,7,-1.0,14.2,6.6,0.0
9576,1984-08-08,1984,8,8,0.7,15.1,7.8,0.0
9577,1984-08-09,1984,8,9,0.4,13.2,7.7,0.0
9578,1984-08-10,1984,8,10,3.0,10.5,8.0,0.0
9579,1984-08-11,1984,8,11,4.1,14.6,8.7,0.0
9580,1984-08-12,1984,8,12,4.2,8.5,6.9,0.0
9581,1984-08-13,1984,8,13,3.8,9.4,6.6,0.5
9582,1984-08-14,1984,8,14,5.2,10.3,8.3,0.0
9584,1984-08-16,1984,8,16,0.2,16.5,9.2,0.0
9588,1984-08-20,1984,8,20,8.4,16.5,12.9,0.0
9589,1984-08-21,1984,8,21,3.0,18.9,10.7,0.0
9590,1984-08-22,1984,8,22,9.5,16.0,12.6,0.0
9594,1984-08-26,1984,8,26,0.5,19.5,10.8,0.0
9596,1984-08-28,1984,8,28,4.4,22.6,14.7,0.0
9597,1984-08-29,1984,8,29,3.9,24.1,13.0,0.0
9598,1984-08-30,1984,8,30,5.7,23.0,14.2,0.0
9599,1984-08-31,1984,8,31,4.6,22.1,15.7,0.0
9600,1984-09-01,1984,9,1,6.8,20.4,14.5,0.0
9602,1984-09-03,1984,9,3,6.5,15.9,12.1,0.0
9603,1984-09-04,1984,9,4,8.7,12.4,10.3,1.0
9604,1984-09-05,1984,9,5,9.2,19.1,13.6,13.0
9605,1984-09-06,1984,9,6,10.4,18.0,13.7,0.0
9606,1984-09-07,1984,9,7,6.7,21.6,14.6,0.0
9607,1984-09-08,1984,9,8,8.7,23.9,15.9,0.0
9608,1984-09-09,1984,9,9,10.2,24.2,17.4,0.0
9610,1984-09-11,1984,9,11,11.1,19.8,14.7,0.0
9612,1984-09-13,1984,9,13,11.7,15.5,13.8,0.0
9613,1984-09-14,1984,9,14,7.2,22.9,15.4,0.0
9614,1984-09-15,1984,9,15,8.6,21.5,15.3,0.0
9615,1984-09-16,1984,9,16,6.8,15.1,12.8,0.0
9616,1984-09-17,1984,9,17,5.3,17.6,12.1,0.0
9618,1984-09-19,1984,9,19,7.9,20.8,16.9,0.0
9619,1984-09-20,1984,9,20,7.4,19.0,13.7,0.0
9620,1984-09-21,1984,9,21,5.5,18.3,12.6,1.0
9621,1984-09-22,1984,9,22,3.7,19.9,11.6,0.0
9622,1984-09-23,1984,9,23,7.2,21.4,14.3,0.0
9623,1984-09-24,1984,9,24,7.7,15.4,11.2,0.8
9624,1984-09-25,1984,9,25,5.2,12.5,9.1,4.1
9625,1984-09-26,1984,9,26,5.3,18.9,11.8,0.0
9626,1984-09-27,1984,9,27,5.7,23.5,14.2,0.0
9627,1984-09-28,1984,9,28,6.2,26.6,16.1,0.0
9628,1984-09-29,1984,9,29,8.5,29.4,18.0,0.0
9629,1984-09-30,1984,9,30,9.7,28.7,20.2,0.0
9630,1984-10-01,1984,10,1,9.399999999999999,23.4,16.4,0.0
9631,1984-10-02,1984,10,2,8.3,11.4,9.9,0.0
9633,1984-10-04,1984,10,4,6.8,21.9,15.4,0.0
9635,1984-10-06,1984,10,6,4.8,24.9,14.9,0.0
9636,1984-10-07,1984,10,7,7.8,25.7,16.9,0.0
9637,1984-10-08,1984,10,8,12.2,25.8,20.2,0.0
9639,1984-10-10,1984,10,10,9.7,31.5,20.8,0.0
9640,1984-10-11,1984,10,11,14.8,32.4,24.7,0.0
9642,1984-10-13,1984,10,13,9.2,27.0,18.2,0.0
9643,1984-10-14,1984,10,14,13.1,30.2,20.6,0.0
9645,1984-10-16,1984,10,16,16.7,30.6,24.5,0.0
9647,1984-10-18,1984,10,18,11.9,29.3,20.2,0.0
9648,1984-10-19,1984,10,19,14.2,30.2,20.7,0.0
9651,1984-10-22,1984,10,22,12.0,27.3,18.3,0.0
9652,1984-10-23,1984,10,23,12.8,30.4,24.3,0.0
9653,1984-10-24,1984,10,24,14.9,32.6,23.6,0.0
9654,1984-10-25,1984,10,25,16.3,23.1,20.4,0.0
9655,1984-10-26,1984,10,26,16.6,28.0,21.2,0.0
9656,1984-10-27,1984,10,27,13.7,30.9,22.0,0.0
9658,1984-10-29,1984,10,29,11.0,21.0,17.5,0.0
9659,1984-10-30,1984,10,30,8.9,25.0,16.7,0.0
9661,1984-11-01,1984,11,1,14.4,27.3,21.6,0.0
9662,1984-11-02,1984,11,2,11.0,23.3,16.6,0.0
9665,1984-11-05,1984,11,5,9.3,20.1,16.2,0.0
9668,1984-11-08,1984,11,8,8.3,24.2,16.3,6.1
9669,1984-11-09,1984,11,9,9.3,27.0,16.8,0.0
9670,1984-11-10,1984,11,10,11.8,25.1,21.2,0.0
9673,1984-11-13,1984,11,13,6.3,24.5,13.6,0.0
9674,1984-11-14,1984,11,14,12.0,27.9,20.6,0.0
9676,1984-11-16,1984,11,16,15.4,26.6,21.8,0.0
9677,1984-11-17,1984,11,17,15.3,23.5,19.9,0.0
9678,1984-11-18,1984,11,18,15.3,26.7,19.6,0.0
9679,1984-11-19,1984,11,19,20.2,32.5,25.6,0.0
9682,1984-11-22,1984,11,22,15.5,31.5,27.6,0.0
9685,1984-11-25,1984,11,25,14.8,33.0,22.4,0.0
9686,1984-11-26,1984,11,26,17.9,30.0,24.7,0.0
9687,1984-11-27,1984,11,27,18.0,33.3,27.7,0.0
9689,1984-11-29,1984,11,29,19.6,32.0,26.4,0.0
9690,1984-11-30,1984,11,30,18.2,29.2,26.4,0.0
9699,1984-12-09,1984,12,9,15.1,30.1,23.1,0.0
9700,1984-12-10,1984,12,10,17.2,29.4,23.3,0.0
9701,1984-12-11,1984,12,11,16.0,32.4,23.3,0.0
9703,1984-12-13,1984,12,13,11.5,27.4,19.0,0.0
9704,1984-12-14,1984,12,14,16.7,27.9,23.2,0.0
9707,1984-12-17,1984,12,17,16.7,26.1,21.4,0.0
9721,1984-12-31,1984,12,31,18.6,27.2,21.9,0.0
9722,1985-01-01,1985,1,1,16.4,30.4,23.4,0.0
9723,1985-01-02,1985,1,2,20.4,34.4,27.4,0.0
9724,1985-01-03,1985,1,3,19.8,33.8,26.8,0.0
9726,1985-01-05,1985,1,5,14.3,28.3,21.3,0.0
9727,1985-01-06,1985,1,6,15.3,29.3,22.3,0.0
9728,1985-01-07,1985,1,7,21.6,35.6,28.6,0.0
9729,1985-01-08,1985,1,8,21.0,35.0,28.0,0.0
9730,1985-01-09,1985,1,9,20.7,34.7,27.7,0.0
9731,1985-01-10,1985,1,10,18.3,32.3,25.3,0.0
9734,1985-01-13,1985,1,13,17.0,31.0,24.0,0.0
9736,1985-01-15,1985,1,15,15.399999999999999,29.4,22.4,0.0
9737,1985-01-16,1985,1,16,18.8,32.8,25.8,0.0
9740,1985-01-19,1985,1,19,19.2,33.2,26.2,0.0
9743,1985-01-22,1985,1,22,15.2,29.2,22.2,0.0
9745,1985-01-24,1985,1,24,16.5,30.5,23.5,0.0
9748,1985-01-27,1985,1,27,16.7,30.7,23.7,0.0
9749,1985-01-28,1985,1,28,17.7,31.7,24.7,0.0
9751,1985-01-30,1985,1,30,12.899999999999999,26.9,19.9,0.0
9755,1985-02-03,1985,2,3,15.7,26.9,20.7,0.0
9756,1985-02-04,1985,2,4,16.2,31.3,22.6,0.0
9760,1985-02-08,1985,2,8,18.1,32.1,24.2,0.0
9763,1985-02-11,1985,2,11,15.5,26.3,20.6,0.0
9764,1985-02-12,1985,2,12,13.1,31.0,22.3,0.0
9765,1985-02-13,1985,2,13,14.9,30.1,23.4,0.0
9768,1985-02-16,1985,2,16,11.1,30.1,19.3,0.0
9769,1985-02-17,1985,2,17,17.2,31.7,24.6,0.0
9772,1985-02-20,1985,2,20,19.7,31.4,25.8,0.0
9773,1985-02-21,1985,2,21,19.2,35.8,27.9,0.0
9774,1985-02-22,1985,2,22,21.1,36.6,28.7,0.0
9776,1985-02-24,1985,2,24,16.2,27.1,21.7,0.0
9777,1985-02-25,1985,2,25,14.5,31.1,23.0,0.0
9779,1985-02-27,1985,2,27,12.5,30.3,20.3,0.0
9780,1985-02-28,1985,2,28,15.1,31.7,24.1,0.0
9781,1985-03-01,1985,3,1,19.9,33.9,26.9,0.0
9782,1985-03-02,1985,3,2,21.3,35.3,28.3,0.0
9783,1985-03-03,1985,3,3,22.7,36.7,29.7,0.0
9785,1985-03-05,1985,3,5,19.9,33.9,26.9,0.0
9786,1985-03-06,1985,3,6,18.7,32.7,25.7,0.0
9789,1985-03-09,1985,3,9,11.5,25.5,18.5,0.0
9790,1985-03-10,1985,3,10,15.8,29.8,22.8,0.0
9791,1985-03-11,1985,3,11,16.5,30.5,23.5,0.0
9792,1985-03-12,1985,3,12,16.5,30.5,23.5,0.0
9795,1985-03-15,1985,3,15,17.4,31.4,24.4,0.0
9797,1985-03-17,1985,3,17,15.600000000000001,29.6,22.6,0.0
9799,1985-03-19,1985,3,19,9.8,23.8,16.8,0.0
9800,1985-03-20,1985,3,20,10.8,24.8,17.8,0.0
9801,1985-03-21,1985,3,21,12.2,26.2,19.2,0.0
9802,1985-03-22,1985,3,22,13.100000000000001,27.1,20.1,0.0
9803,1985-03-23,1985,3,23,13.899999999999999,27.9,20.9,0.0
9807,1985-03-27,1985,3,27,13.8,27.8,20.8,0.0
9808,1985-03-28,1985,3,28,12.7,26.7,19.7,0.0
9809,1985-03-29,1985,3,29,10.8,24.8,17.8,0.0
9810,1985-03-30,1985,3,30,13.5,27.5,20.5,0.0
9816,1985-04-05,1985,4,5,6.0,23.8,13.6,0.0
9817,1985-04-06,1985,4,6,11.8,22.8,16.3,0.0
9818,1985-04-07,1985,4,7,8.0,25.3,16.7,0.0
9820,1985-04-09,1985,4,9,12.2,23.0,18.4,0.0
9821,1985-04-10,1985,4,10,9.2,22.0,15.9,0.0
9822,1985-04-11,1985,4,11,7.7,26.0,16.3,0.0
9823,1985-04-12,1985,4,12,10.6,24.3,17.4,0.0
9825,1985-04-14,1985,4,14,7.8,25.0,15.7,0.0
9827,1985-04-16,1985,4,16,13.0,22.2,17.9,0.0
9832,1985-04-21,1985,4,21,11.4,24.8,17.6,0.0
9833,1985-04-22,1985,4,22,11.3,27.5,18.9,0.0
9834,1985-04-23,1985,4,23,12.2,26.6,19.3,0.0
9835,1985-04-24,1985,4,24,11.8,28.0,18.8,0.0
9836,1985-04-25,1985,4,25,12.3,26.8,19.3,0.0
9837,1985-04-26,1985,4,26,11.3,25.8,18.8,0.0
9838,1985-04-27,1985,4,27,8.9,20.3,15.1,0.0
9839,1985-04-28,1985,4,28,7.3,16.5,11.2,0.0
9840,1985-04-29,1985,4,29,0.1,16.2,8.4,0.0
9842,1985-05-01,1985,5,1,0.3,17.6,10.0,0.0
9843,1985-05-02,1985,5,2,1.5,21.5,11.2,0.0
9844,1985-05-03,1985,5,3,3.3,23.0,7.7,1.0
9845,1985-05-04,1985,5,4,3.7,23.6,10.1,0.0
9846,1985-05-05,1985,5,5,5.3,18.6,11.8,0.0
9852,1985-05-11,1985,5,11,7.0,23.6,15.2,0.0
9853,1985-05-12,1985,5,12,6.8,22.6,14.2,0.0
9854,1985-05-13,1985,5,13,6.3,22.0,14.4,0.0
9855,1985-05-14,1985,5,14,7.1,23.7,15.1,0.0
9857,1985-05-16,1985,5,16,8.0,24.6,15.7,0.0
9858,1985-05-17,1985,5,17,12.8,20.0,16.7,0.0
9859,1985-05-18,1985,5,18,5.8,18.8,13.6,0.0
9860,1985-05-19,1985,5,19,2.9,16.2,10.9,0.0
9862,1985-05-21,1985,5,21,6.5,19.2,13.1,0.0
9864,1985-05-23,1985,5,23,5.3,19.0,13.9,0.0
9866,1985-05-25,1985,5,25,8.3,20.3,13.8,0.0
9867,1985-05-26,1985,5,26,6.2,21.0,14.9,0.0
9868,1985-05-27,1985,5,27,9.0,20.2,14.3,0.0
9869,1985-05-28,1985,5,28,6.3,21.1,13.7,0.0
9872,1985-05-31,1985,5,31,5.9,15.4,11.3,0.0
9874,1985-06-02,1985,6,2,-0.2,15.3,7.3,0.0
9875,1985-06-03,1985,6,3,1.5,19.5,9.7,0.0
9876,1985-06-04,1985,6,4,3.4,25.2,11.8,0.0
9877,1985-06-05,1985,6,5,8.2,17.0,12.9,0.0
9879,1985-06-07,1985,6,7,4.7,12.7,9.7,0.0
9880,1985-06-08,1985,6,8,0.6,13.7,6.8,0.0
9881,1985-06-09,1985,6,9,0.3,13.0,6.4,0.0
9882,1985-06-10,1985,6,10,-2.2,13.1,6.3,0.0
9883,1985-06-11,1985,6,11,-0.7,16.3,6.7,3.0
9884,1985-06-12,1985,6,12,3.0,17.2,11.2,0.0
9885,1985-06-13,1985,6,13,0.8,15.7,8.0,0.3
9886,1985-06-14,1985,6,14,1.6,16.6,9.3,0.0
9887,1985-06-15,1985,6,15,4.4,16.3,10.7,0.0
9889,1985-06-17,1985,6,17,0.6,11.3,6.1,0.0
9890,1985-06-18,1985,6,18,3.3,13.1,7.5,0.0
9891,1985-06-19,1985,6,19,5.4,15.0,9.6,0.0
9892,1985-06-20,1985,6,20,4.3,18.2,11.1,0.0
9893,1985-06-21,1985,6,21,4.1,19.0,11.1,0.0
9894,1985-06-22,1985,6,22,4.2,20.0,12.0,0.0
9895,1985-06-23,1985,6,23,1.8,21.6,11.4,0.0
9897,1985-06-25,1985,6,25,5.6,20.8,12.6,0.0
9898,1985-06-26,1985,6,26,4.2,20.4,12.1,0.0
9899,1985-06-27,1985,6,27,4.4,20.4,13.4,0.0
9900,1985-06-28,1985,6,28,7.2,20.1,13.9,0.0
9902,1985-06-30,1985,6,30,5.0,17.4,11.6,0.0
9903,1985-07-01,1985,7,1,1.8,13.4,7.9,0.0
9904,1985-07-02,1985,7,2,1.3,16.5,8.5,0.0
9905,1985-07-03,1985,7,3,3.8,19.9,11.2,0.0
9909,1985-07-07,1985,7,7,-0.9,13.7,6.3,0.0
9910,1985-07-08,1985,7,8,3.5,16.0,9.6,0.0
9911,1985-07-09,1985,7,9,5.3,9.5,7.3,0.0
9912,1985-07-10,1985,7,10,2.6,9.5,5.6,0.0
9913,1985-07-11,1985,7,11,-1.5,11.5,3.1,0.0
9916,1985-07-14,1985,7,14,0.8,19.0,9.5,0.0
9922,1985-07-20,1985,7,20,1.8,17.0,8.9,0.0
9923,1985-07-21,1985,7,21,2.2,16.7,9.1,0.0
9924,1985-07-22,1985,7,22,6.7,17.4,11.6,0.0
9930,1985-07-28,1985,7,28,5.4,10.6,7.9,0.0
9931,1985-07-29,1985,7,29,5.3,11.5,7.9,0.0
9932,1985-07-30,1985,7,30,2.3,12.5,7.8,0.0
9933,1985-07-31,1985,7,31,0.4,14.6,7.6,0.0
9935,1985-08-02,1985,8,2,2.0,18.5,9.9,0.0
9936,1985-08-03,1985,8,3,3.2,21.5,11.8,0.0
9937,1985-08-04,1985,8,4,3.2,20.3,11.7,0.0
9938,1985-08-05,1985,8,5,6.8,15.0,11.7,0.0
9939,1985-08-06,1985,8,6,5.3,12.6,9.1,0.0
9942,1985-08-09,1985,8,9,1.6,9.7,4.3,0.0
9943,1985-08-10,1985,8,10,-2.5,15.3,6.1,0.0
9946,1985-08-13,1985,8,13,0.5,20.3,10.1,0.0
9949,1985-08-16,1985,8,16,3.2,20.0,11.3,0.0
9950,1985-08-17,1985,8,17,4.0,20.8,12.5,0.0
9954,1985-08-21,1985,8,21,3.4,20.5,12.1,0.0
9955,1985-08-22,1985,8,22,4.2,21.4,11.3,0.0
9957,1985-08-24,1985,8,24,7.1,21.5,14.2,0.0
9958,1985-08-25,1985,8,25,12.2,18.2,15.2,0.0
9959,1985-08-26,1985,8,26,8.5,19.0,13.6,0.0
9960,1985-08-27,1985,8,27,8.8,20.0,13.9,0.0
9961,1985-08-28,1985,8,28,5.5,21.8,14.0,0.0
9962,1985-08-29,1985,8,29,5.8,20.5,14.2,0.0
9963,1985-08-30,1985,8,30,8.3,20.5,14.7,0.0
9966,1985-09-02,1985,9,2,3.4,18.8,11.1,0.0
9967,1985-09-03,1985,9,3,3.6,22.4,12.2,0.0
9968,1985-09-04,1985,9,4,4.0,23.4,14.2,0.0
9969,1985-09-05,1985,9,5,6.0,26.3,15.5,0.0
9971,1985-09-07,1985,9,7,9.4,26.4,19.4,0.0
9973,1985-09-09,1985,9,9,12.1,18.5,15.9,0.0
9974,1985-09-10,1985,9,10,4.9,22.5,13.7,0.0
9975,1985-09-11,1985,9,11,6.6,24.6,14.8,0.0
9976,1985-09-12,1985,9,12,8.3,19.2,12.7,0.0
9977,1985-09-13,1985,9,13,8.3,14.5,11.1,0.0
9978,1985-09-14,1985,9,14,6.3,10.2,9.1,0.0
9981,1985-09-17,1985,9,17,3.4,19.9,11.1,0.0
9982,1985-09-18,1985,9,18,7.0,21.5,15.5,0.0
9983,1985-09-19,1985,9,19,5.6,24.3,16.2,0.0
9984,1985-09-20,1985,9,20,8.8,26.9,17.9,0.0
9985,1985-09-21,1985,9,21,13.2,21.6,18.3,0.0
9986,1985-09-22,1985,9,22,6.6,20.9,14.7,0.0
9987,1985-09-23,1985,9,23,5.5,23.5,14.6,0.0
9989,1985-09-25,1985,9,25,10.8,27.4,19.3,0.0
9993,1985-09-29,1985,9,29,5.3,26.8,17.0,0.0
9995,1985-10-01,1985,10,1,11.8,25.1,19.7,0.0
9998,1985-10-04,1985,10,4,8.3,26.6,18.1,0.0
9999,1985-10-05,1985,10,5,15.1,26.7,20.7,0.0
10003,1985-10-09,1985,10,9,8.3,23.3,17.2,0.0
10010,1985-10-16,1985,10,16,8.4,23.1,16.7,0.0
10011,1985-10-17,1985,10,17,9.4,26.5,19.2,0.0
10012,1985-10-18,1985,10,18,15.4,24.2,20.3,0.0
10013,1985-10-19,1985,10,19,12.5,27.0,21.2,0.0
10014,1985-10-20,1985,10,20,14.0,27.6,20.9,0.0
10016,1985-10-22,1985,10,22,11.7,25.6,19.0,0.0
10017,1985-10-23,1985,10,23,14.3,26.7,20.5,0.0
10019,1985-10-25,1985,10,25,14.2,21.6,17.8,0.0
10024,1985-10-30,1985,10,30,10.5,21.5,16.3,17.0
10025,1985-10-31,1985,10,31,8.7,15.6,12.7,0.0
10027,1985-11-02,1985,11,2,8.9,20.9,14.4,0.0
10028,1985-11-03,1985,11,3,7.8,26.1,17.1,0.0
10029,1985-11-04,1985,11,4,11.0,30.0,20.8,0.0
10034,1985-11-09,1985,11,9,18.9,32.6,26.9,0.0
10036,1985-11-11,1985,11,11,15.8,26.9,20.9,0.0
10037,1985-11-12,1985,11,12,14.2,30.1,22.3,0.0
10039,1985-11-14,1985,11,14,16.0,26.7,23.8,0.0
10041,1985-11-16,1985,11,16,18.9,22.0,21.5,0.0
10043,1985-11-18,1985,11,18,14.5,24.6,18.9,0.0
10044,1985-11-19,1985,11,19,15.7,32.0,22.7,0.0
10052,1985-11-27,1985,11,27,18.3,29.7,24.2,0.0
10054,1985-11-29,1985,11,29,16.8,34.8,26.2,0.0
10057,1985-12-02,1985,12,2,16.8,32.6,24.7,0.0
10058,1985-12-03,1985,12,3,18.3,34.2,27.0,0.0
10061,1985-12-06,1985,12,6,17.6,30.9,23.4,0.0
10062,1985-12-07,1985,12,7,18.7,34.7,27.1,0.0
10063,1985-12-08,1985,12,8,20.6,31.2,26.6,0.0
10065,1985-12-10,1985,12,10,14.3,26.7,19.7,0.0
10066,1985-12-11,1985,12,11,16.3,29.8,23.2,0.0
10068,1985-12-13,1985,12,13,17.0,28.5,21.9,0.0
10070,1985-12-15,1985,12,15,17.3,31.2,24.2,0.0
10074,1985-12-19,1985,12,19,18.2,32.6,25.8,0.0
10075,1985-12-20,1985,12,20,20.0,34.5,29.1,0.0
10076,1985-12-21,1985,12,21,24.3,32.0,28.3,0.0
10079,1985-12-24,1985,12,24,18.0,32.0,26.0,0.0
10081,1985-12-26,1985,12,26,18.8,36.3,27.6,0.0
10082,1985-12-27,1985,12,27,21.3,31.6,26.9,0.0
10090,1986-01-04,1986,1,4,18.3,33.1,25.9,0.0
10092,1986-01-06,1986,1,6,19.3,36.7,28.1,0.0
10095,1986-01-09,1986,1,9,17.9,34.4,26.6,0.0
10097,1986-01-11,1986,1,11,17.5,34.2,27.1,0.0
10099,1986-01-13,1986,1,13,13.0,32.0,22.6,0.0
10100,1986-01-14,1986,1,14,18.5,35.8,26.9,0.0
10105,1986-01-19,1986,1,19,17.0,31.2,22.7,0.0
10109,1986-01-23,1986,1,23,20.0,39.0,29.4,0.0
10110,1986-01-24,1986,1,24,23.4,32.3,28.0,0.0
10112,1986-01-26,1986,1,26,24.3,32.8,29.7,0.0
10114,1986-01-28,1986,1,28,19.0,30.6,23.8,0.0
10115,1986-01-29,1986,1,29,17.3,36.1,26.8,0.0
10116,1986-01-30,1986,1,30,21.0,33.7,27.2,0.0
10119,1986-02-02,1986,2,2,18.8,34.6,26.4,0.0
10120,1986-02-03,1986,2,3,19.6,33.5,26.6,0.0
10122,1986-02-05,1986,2,5,23.0,37.7,29.7,0.0
10124,1986-02-07,1986,2,7,15.8,32.0,24.1,0.0
10125,1986-02-08,1986,2,8,15.6,33.1,24.6,0.0
10127,1986-02-10,1986,2,10,17.6,32.0,25.3,0.0
10128,1986-02-11,1986,2,11,14.3,32.3,23.6,0.0
10129,1986-02-12,1986,2,12,18.8,35.5,26.4,0.0
10130,1986-02-13,1986,2,13,21.7,31.1,26.7,0.0
10135,1986-02-18,1986,2,18,15.6,33.3,24.3,0.0
10136,1986-02-19,1986,2,19,18.2,29.7,24.6,0.0
10137,1986-02-20,1986,2,20,19.3,28.5,23.7,0.0
10138,1986-02-21,1986,2,21,13.8,32.3,23.4,0.0
10139,1986-02-22,1986,2,22,15.6,34.0,25.0,0.0
10140,1986-02-23,1986,2,23,17.3,36.0,26.5,0.0
10143,1986-02-26,1986,2,26,15.6,26.3,20.5,0.0
10144,1986-02-27,1986,2,27,9.4,28.5,19.4,0.0
10145,1986-02-28,1986,2,28,16.0,24.8,21.1,0.0
10146,1986-03-01,1986,3,1,13.6,26.7,20.4,0.0
10149,1986-03-04,1986,3,4,13.2,27.5,19.6,0.0
10150,1986-03-05,1986,3,5,14.8,30.8,23.1,0.0
10151,1986-03-06,1986,3,6,16.0,30.2,24.1,0.0
10152,1986-03-07,1986,3,7,18.3,29.3,24.4,0.0
10154,1986-03-09,1986,3,9,14.2,28.5,21.8,0.0
10155,1986-03-10,1986,3,10,13.8,23.4,19.6,0.0
10156,1986-03-11,1986,3,11,10.5,22.0,15.7,0.0
10157,1986-03-12,1986,3,12,7.6,27.4,18.1,0.0
10161,1986-03-16,1986,3,16,14.3,28.6,21.6,0.0
10162,1986-03-17,1986,3,17,11.8,31.1,22.4,0.0
10163,1986-03-18,1986,3,18,12.3,25.0,19.7,0.0
10164,1986-03-19,1986,3,19,9.6,28.6,18.5,0.0
10165,1986-03-20,1986,3,20,13.0,31.3,21.6,0.0
10166,1986-03-21,1986,3,21,15.8,29.2,23.1,0.0
10167,1986-03-22,1986,3,22,16.3,30.3,23.3,0.0
10168,1986-03-23,1986,3,23,17.8,31.6,24.3,0.0
10172,1986-03-27,1986,3,27,14.8,28.0,21.4,0.0
10173,1986-03-28,1986,3,28,13.4,29.5,21.2,0.0
10174,1986-03-29,1986,3,29,14.7,23.3,18.6,0.0
10175,1986-03-30,1986,3,30,13.4,22.3,17.8,0.0
10177,1986-04-01,1986,4,1,14.5,24.6,18.4,0.0
10178,1986-04-02,1986,4,2,11.0,24.0,18.2,0.0
10179,1986-04-03,1986,4,3,10.8,20.1,15.5,0.0
10182,1986-04-06,1986,4,6,12.2,26.3,19.7,0.0
10184,1986-04-08,1986,4,8,16.4,22.9,20.2,0.0
10187,1986-04-11,1986,4,11,15.1,25.7,20.3,0.0
10188,1986-04-12,1986,4,12,14.4,25.0,19.4,0.0
10191,1986-04-15,1986,4,15,7.9,21.8,14.9,0.0
10192,1986-04-16,1986,4,16,7.1,21.9,14.0,0.0
10193,1986-04-17,1986,4,17,6.8,22.4,15.3,0.0
10194,1986-04-18,1986,4,18,11.5,18.6,15.6,0.0
10196,1986-04-20,1986,4,20,6.2,24.0,14.4,0.0
10199,1986-04-23,1986,4,23,12.1,17.3,14.4,0.0
10202,1986-04-26,1986,4,26,7.4,25.4,15.8,0.0
